participant,date,timestamp,lonely,connect,isolate,positive,negative
Participant_11,2022-11-08,1667920036367,,5.0,,6.0,4.0
Participant_11,2022-11-06,1667748845145,7.0,3.0,,3.0,7.0
Participant_11,2022-11-05,1667662465297,3.0,5.0,6.0,7.0,3.0
Participant_11,2022-10-29,1667056751295,,6.0,,4.0,6.0
Participant_11,2022-10-28,1666966553446,,4.0,7.0,,
Participant_11,2022-10-27,1666879632382,,6.0,7.0,7.0,3.0
Participant_11,2022-10-26,1666794755112,4.0,6.0,8.0,7.0,4.0
Participant_11,2022-10-24,1666621683723,7.0,3.0,4.0,3.0,8.0
Participant_11,2022-11-17,1668708853654,,7.0,7.0,7.0,3.0
Participant_11,2022-11-16,1668621812578,,,,7.0,3.0
Participant_11,2022-11-12,1668282009241,,,,6.0,4.0
Participant_11,2022-11-11,1668190377276,6.0,5.0,,6.0,4.0
Participant_11,2022-11-10,1668104037584,,,,4.0,6.0
Participant_11,2022-11-09,1668023744798,,4.0,,5.0,
Participant_11,2022-11-08,1667930948326,4.0,4.0,,6.0,4.0
Participant_11,2022-11-07,1667845040326,,,,6.0,4.0
Participant_11,2022-11-05,1667672883838,,,,6.0,4.0
Participant_11,2022-11-04,1667585797454,4.0,4.0,,6.0,4.0
Participant_11,2022-11-03,1667501983981,,5.0,,4.0,6.0
Participant_11,2022-11-02,1667412201559,,6.0,6.0,6.0,4.0
Participant_11,2022-10-31,1667240605697,,5.0,8.0,6.0,4.0
Participant_11,2022-10-29,1667063302217,,,,6.0,4.0
Participant_11,2022-10-27,1666890751128,,6.0,6.0,,
Participant_11,2022-10-25,1666720118837,3.0,6.0,,5.0,
Participant_11,2022-10-24,1666634523601,,,,,
Participant_11,2022-10-22,1666460245728,1.0,3.0,6.0,5.0,
Participant_11,2022-11-16,1668631534152,3.0,5.0,7.0,7.0,3.0
Participant_11,2022-11-14,1668462695623,6.0,6.0,,,
Participant_11,2022-11-12,1668285128933,6.0,6.0,7.0,6.0,4.0
Participant_11,2022-11-09,1668025266447,,,,6.0,4.0
Participant_11,2022-11-06,1667767000234,,4.0,,6.0,4.0
Participant_11,2022-11-05,1667679739154,6.0,,,6.0,4.0
Participant_11,2022-11-04,1667595354246,,,,4.0,6.0
Participant_11,2022-11-02,1667419608429,4.0,4.0,,6.0,4.0
Participant_11,2022-10-29,1667071476703,,6.0,7.0,6.0,4.0
Participant_11,2022-10-28,1666986232400,6.0,6.0,6.0,6.0,6.0
Participant_11,2022-10-27,1666899913724,,,,3.0,6.0
Participant_11,2022-10-24,1666639895296,9.0,,3.0,3.0,7.0
Participant_11,2022-10-23,1666553122997,,,6.0,4.0,6.0
Participant_11,2022-10-22,1666466890961,2.0,5.0,3.0,3.0,
