participant,date,timestamp,lonely,connect,isolate,positive,negative
Participant_25,2023-02-17,1676623391161,3.0,8.0,3.0,10.0,1.0
Participant_25,2023-02-15,1676447149740,1.0,9.0,1.0,9.0,1.0
Participant_25,2023-02-13,1676277021620,2.0,9.0,2.0,9.0,2.0
Participant_25,2023-02-10,1676007176826,1.0,10.0,1.0,10.0,1.0
Participant_25,2023-02-07,1675753488023,1.0,10.0,1.0,10.0,1.0
Participant_25,2023-02-06,1675672647975,1.0,9.0,2.0,8.0,3.0
Participant_25,2023-02-01,1675235303119,1.0,9.0,2.0,10.0,1.0
Participant_25,2023-01-31,1675148789993,1.0,10.0,1.0,10.0,1.0
Participant_25,2023-01-30,1675063503574,7.0,6.0,6.0,6.0,4.0
Participant_25,2023-01-27,1674809874323,,,,10.0,1.0
Participant_25,2023-02-24,1677246890357,1.0,10.0,10.0,10.0,1.0
Participant_25,2023-02-22,1677074845119,1.0,10.0,10.0,10.0,1.0
Participant_25,2023-02-21,1676986171935,1.0,10.0,10.0,10.0,1.0
Participant_25,2023-02-17,1676638082371,1.0,10.0,10.0,10.0,1.0
Participant_25,2023-02-14,1676381983193,2.0,8.0,7.0,8.0,3.0
Participant_25,2023-02-25,1677345125749,1.0,10.0,10.0,10.0,1.0
Participant_25,2023-02-17,1676655734989,1.0,10.0,10.0,10.0,1.0
Participant_25,2023-02-11,1676130417512,1.0,10.0,9.0,9.0,2.0
Participant_25,2023-02-04,1675526025373,1.0,10.0,10.0,10.0,1.0
Participant_25,2023-01-30,1675095823631,2.0,10.0,8.0,9.0,1.0
Participant_25,2023-02-24,1677267847389,1.0,10.0,9.0,10.0,1.0
Participant_25,2023-02-23,1677179629413,1.0,10.0,10.0,10.0,1.0
Participant_25,2023-02-12,1676234519181,1.0,10.0,10.0,10.0,1.0
Participant_25,2023-02-05,1675624445806,1.0,10.0,10.0,10.0,1.0
Participant_25,2023-02-20,1676931132975,1.0,10.0,10.0,10.0,1.0
Participant_25,2023-02-16,1676581982298,1.0,10.0,10.0,10.0,1.0
Participant_25,2023-02-15,1676495802125,1.0,10.0,10.0,10.0,1.0
Participant_25,2023-02-13,1676324083107,1.0,10.0,10.0,10.0,1.0
Participant_25,2023-02-04,1675466595319,1.0,10.0,10.0,10.0,1.0
Participant_25,2023-02-01,1675288904622,1.0,10.0,10.0,10.0,1.0
Participant_25,2023-01-31,1675199859579,1.0,10.0,10.0,10.0,1.0
Participant_25,2023-01-30,1675032816099,1.0,9.0,9.0,10.0,1.0
