participant,date,timestamp,lonely,connect,isolate,positive,negative
Participant_18,2022-12-16,1671181880459,,,,,
Participant_18,2022-12-09,1670571044589,4.0,6.0,4.0,6.0,4.0
Participant_18,2022-12-06,1670326913674,2.0,2.0,7.0,2.0,7.0
Participant_18,2022-12-02,1669973957847,7.0,4.0,7.0,3.0,7.0
Participant_18,2022-11-28,1669632725573,7.0,7.0,3.0,8.0,2.0
Participant_18,2022-11-26,1669463128250,1.0,9.0,2.0,9.0,2.0
Participant_18,2022-11-25,1669362740063,3.0,8.0,3.0,9.0,2.0
Participant_18,2022-11-24,1669279452216,3.0,9.0,3.0,8.0,3.0
Participant_18,2022-11-22,1669106820151,3.0,7.0,3.0,7.0,4.0
Participant_18,2022-11-19,1668847887753,3.0,8.0,3.0,8.0,2.0
Participant_18,2022-11-19,1668843835513,3.0,3.0,7.0,6.0,4.0
Participant_18,2022-11-18,1668753544319,,,,,
Participant_18,2022-12-06,1670327137578,8.0,3.0,1.0,3.0,7.0
Participant_18,2022-12-01,1669893879624,4.0,8.0,8.0,7.0,3.0
Participant_18,2022-11-28,1669638236940,3.0,8.0,9.0,9.0,2.0
Participant_18,2022-11-28,1669632655697,2.0,8.0,8.0,9.0,2.0
Participant_18,2022-11-26,1669463147786,1.0,10.0,10.0,8.0,2.0
Participant_18,2022-11-24,1669289228098,1.0,8.0,10.0,10.0,1.0
Participant_18,2022-11-21,1669031848708,7.0,6.0,4.0,6.0,4.0
Participant_18,2022-11-20,1668971989398,8.0,8.0,9.0,8.0,2.0
Participant_18,2022-11-19,1668857967904,9.0,9.0,9.0,10.0,1.0
Participant_18,2022-11-18,1668796044265,3.0,8.0,7.0,8.0,3.0
Participant_18,2022-11-17,1668693766900,5.0,2.0,8.0,7.0,2.0
Participant_18,2022-12-15,1671118101375,,,,,
Participant_18,2022-11-28,1669632676157,3.0,8.0,7.0,9.0,2.0
Participant_18,2022-11-26,1669486487310,2.0,8.0,9.0,8.0,2.0
Participant_18,2022-11-24,1669302173690,3.0,3.0,1.0,4.0,7.0
Participant_18,2022-11-22,1669106749765,4.0,4.0,3.0,4.0,7.0
Participant_18,2022-11-20,1668972011214,8.0,8.0,8.0,9.0,2.0
Participant_18,2022-11-19,1668868534287,,4.0,3.0,5.0,6.0
Participant_18,2022-11-18,1668781577659,7.0,4.0,4.0,6.0,3.0
Participant_18,2022-11-17,1668695320457,4.0,4.0,5.0,,
Participant_18,2022-12-01,1669924387597,6.0,3.0,3.0,3.0,7.0
Participant_18,2022-11-28,1669659230408,4.0,6.0,4.0,3.0,7.0
Participant_18,2022-11-28,1669632695255,3.0,8.0,8.0,8.0,3.0
Participant_18,2022-11-26,1669486558570,2.0,8.0,9.0,8.0,2.0
Participant_18,2022-11-24,1669313713804,1.0,8.0,8.0,9.0,2.0
Participant_18,2022-11-22,1669106776028,4.0,4.0,3.0,3.0,7.0
Participant_18,2022-11-20,1668971962866,1.0,10.0,10.0,10.0,1.0
Participant_18,2022-11-19,1668886067903,3.0,8.0,8.0,8.0,2.0
Participant_18,2022-11-18,1668796002232,3.0,8.0,8.0,8.0,3.0
Participant_18,2022-11-17,1668714499095,4.0,7.0,7.0,7.0,3.0
Participant_18,2022-12-01,1669924418687,7.0,3.0,3.0,3.0,7.0
Participant_18,2022-11-28,1669632710622,2.0,8.0,8.0,9.0,3.0
Participant_18,2022-11-25,1669328482285,4.0,6.0,7.0,7.0,3.0
Participant_18,2022-11-23,1669233011710,2.0,9.0,9.0,10.0,2.0
Participant_18,2022-11-22,1669106796009,6.0,6.0,7.0,6.0,4.0
Participant_18,2022-11-21,1668980742135,7.0,7.0,7.0,7.0,3.0
Participant_18,2022-11-17,1668714066801,3.0,7.0,7.0,7.0,3.0
